team1,team2,toss_winner,venue,pitch_type,weather,total_score,wickets,overs,winner
PBKS,GT,PBKS,Eden Gardens,Balanced,Cloudy,129,3,11.2,PBKS
GT,RCB,GT,Eden Gardens,Balanced,Hot,165,6,10.0,GT
CSK,SRH,CSK,Eden Gardens,Bowling,Hot,211,4,8.9,SRH
RCB,KKR,RCB,Narendra Modi Stadium,Balanced,Humid,217,3,10.4,KKR
GT,PBKS,PBKS,Narendra Modi Stadium,Bowling,Humid,141,4,7.7,PBKS
MI,CSK,MI,Narendra Modi Stadium,Batting,Humid,139,1,14.7,MI
GT,LSG,GT,Chinnaswamy Stadium,Batting,Humid,171,2,11.7,LSG
RR,SRH,RR,Eden Gardens,Batting,Hot,222,8,6.2,RR
KKR,PBKS,PBKS,Wankhede Stadium,Balanced,Humid,232,1,17.2,PBKS
CSK,KKR,KKR,Chinnaswamy Stadium,Balanced,Hot,146,5,5.7,KKR
MI,PBKS,PBKS,Eden Gardens,Bowling,Cloudy,147,8,7.0,PBKS
GT,SRH,GT,Chepauk,Batting,Hot,202,6,11.9,GT
SRH,DC,DC,Wankhede Stadium,Bowling,Cloudy,184,7,12.8,DC
LSG,RR,LSG,Wankhede Stadium,Balanced,Humid,133,10,19.4,LSG
DC,MI,DC,Eden Gardens,Bowling,Cloudy,239,10,5.5,MI
MI,RR,RR,Chepauk,Batting,Hot,234,0,9.6,RR
CSK,PBKS,PBKS,Eden Gardens,Balanced,Hot,127,10,16.5,CSK
LSG,GT,LSG,Eden Gardens,Batting,Humid,201,3,9.2,LSG
LSG,RCB,RCB,Chepauk,Bowling,Cloudy,142,5,10.0,RCB
GT,RR,RR,Wankhede Stadium,Batting,Humid,161,5,13.8,RR
KKR,LSG,KKR,Chinnaswamy Stadium,Bowling,Humid,213,7,8.9,LSG
LSG,CSK,CSK,Chepauk,Balanced,Cloudy,120,4,8.0,CSK
GT,MI,GT,Wankhede Stadium,Batting,Cloudy,243,0,8.3,GT
KKR,CSK,KKR,Narendra Modi Stadium,Balanced,Humid,146,0,15.8,CSK
DC,RR,DC,Wankhede Stadium,Balanced,Humid,242,0,9.0,RR
MI,KKR,KKR,Eden Gardens,Balanced,Humid,168,3,14.6,MI
GT,RR,GT,Chinnaswamy Stadium,Batting,Hot,213,2,6.1,RR
GT,RR,GT,Chepauk,Batting,Hot,200,1,5.2,RR
GT,KKR,GT,Chepauk,Balanced,Cloudy,187,6,9.1,GT
GT,CSK,CSK,Narendra Modi Stadium,Bowling,Humid,122,6,12.0,CSK
PBKS,KKR,KKR,Eden Gardens,Balanced,Humid,132,4,17.8,KKR
LSG,SRH,LSG,Eden Gardens,Balanced,Cloudy,215,9,13.6,SRH
GT,MI,MI,Chepauk,Batting,Cloudy,206,9,7.3,MI
RR,SRH,SRH,Eden Gardens,Bowling,Cloudy,145,2,8.7,RR
MI,RCB,MI,Wankhede Stadium,Balanced,Humid,219,9,15.4,RCB
PBKS,GT,GT,Narendra Modi Stadium,Bowling,Humid,128,2,19.4,PBKS
LSG,GT,GT,Chepauk,Bowling,Hot,243,9,11.3,GT
SRH,RCB,SRH,Eden Gardens,Bowling,Cloudy,173,9,9.9,SRH
DC,RR,DC,Wankhede Stadium,Batting,Cloudy,246,0,10.9,RR
SRH,DC,DC,Eden Gardens,Balanced,Humid,141,5,18.8,SRH
PBKS,RCB,PBKS,Wankhede Stadium,Bowling,Hot,138,8,8.6,RCB
MI,RCB,MI,Wankhede Stadium,Bowling,Humid,239,7,6.5,MI
RR,DC,RR,Narendra Modi Stadium,Balanced,Humid,179,2,17.8,DC
KKR,CSK,CSK,Wankhede Stadium,Bowling,Humid,211,3,17.4,KKR
MI,GT,MI,Chepauk,Balanced,Humid,239,2,14.6,GT
RCB,LSG,LSG,Narendra Modi Stadium,Balanced,Cloudy,120,5,17.2,LSG
KKR,GT,KKR,Narendra Modi Stadium,Batting,Hot,185,10,11.0,KKR
MI,DC,DC,Chinnaswamy Stadium,Bowling,Cloudy,196,8,10.4,MI
CSK,MI,MI,Wankhede Stadium,Balanced,Cloudy,209,6,14.0,MI
MI,LSG,LSG,Wankhede Stadium,Balanced,Hot,223,4,14.9,LSG
CSK,RCB,RCB,Wankhede Stadium,Balanced,Cloudy,193,4,8.6,RCB
LSG,KKR,KKR,Chinnaswamy Stadium,Balanced,Cloudy,140,10,16.6,KKR
DC,KKR,DC,Narendra Modi Stadium,Bowling,Cloudy,213,3,12.9,KKR
LSG,PBKS,LSG,Chepauk,Balanced,Cloudy,218,2,15.5,LSG
SRH,MI,MI,Wankhede Stadium,Bowling,Humid,173,8,14.4,MI
MI,GT,GT,Chinnaswamy Stadium,Batting,Hot,238,10,16.8,MI
MI,LSG,MI,Chinnaswamy Stadium,Batting,Humid,237,6,6.9,MI
MI,LSG,LSG,Wankhede Stadium,Batting,Hot,217,2,14.6,LSG
LSG,RCB,LSG,Chinnaswamy Stadium,Batting,Hot,181,1,18.3,LSG
KKR,RR,RR,Chinnaswamy Stadium,Balanced,Humid,211,0,15.0,RR
CSK,LSG,CSK,Chepauk,Bowling,Hot,191,4,12.4,LSG
KKR,DC,KKR,Wankhede Stadium,Balanced,Hot,199,3,5.7,KKR
SRH,GT,GT,Eden Gardens,Batting,Cloudy,242,7,17.1,SRH
GT,RR,GT,Narendra Modi Stadium,Batting,Hot,185,1,9.9,RR
MI,SRH,MI,Eden Gardens,Balanced,Hot,246,7,10.9,MI
PBKS,RR,PBKS,Wankhede Stadium,Batting,Cloudy,182,3,8.9,RR
RR,CSK,CSK,Narendra Modi Stadium,Batting,Cloudy,226,8,9.9,CSK
MI,KKR,KKR,Narendra Modi Stadium,Bowling,Hot,223,7,8.9,KKR
SRH,MI,SRH,Narendra Modi Stadium,Balanced,Cloudy,173,6,14.5,MI
RR,PBKS,RR,Wankhede Stadium,Balanced,Humid,196,4,17.4,PBKS
RCB,LSG,LSG,Wankhede Stadium,Balanced,Hot,133,6,7.5,RCB
KKR,PBKS,KKR,Chinnaswamy Stadium,Batting,Humid,205,6,8.5,PBKS
CSK,RR,CSK,Chepauk,Bowling,Hot,189,8,16.8,RR
PBKS,LSG,PBKS,Wankhede Stadium,Bowling,Cloudy,238,9,19.9,PBKS
KKR,DC,KKR,Chepauk,Batting,Cloudy,154,4,15.3,KKR
LSG,KKR,LSG,Chepauk,Batting,Humid,245,1,17.0,KKR
CSK,RR,RR,Chinnaswamy Stadium,Bowling,Cloudy,231,3,6.6,RR
GT,CSK,CSK,Eden Gardens,Batting,Humid,201,7,10.5,GT
SRH,RR,RR,Eden Gardens,Batting,Hot,215,7,6.6,SRH
MI,PBKS,MI,Eden Gardens,Batting,Hot,183,3,6.9,MI
CSK,RR,CSK,Chinnaswamy Stadium,Balanced,Hot,156,7,11.2,CSK
CSK,RR,CSK,Narendra Modi Stadium,Batting,Humid,238,8,12.9,RR
RCB,KKR,RCB,Chinnaswamy Stadium,Batting,Cloudy,233,6,18.5,KKR
DC,RCB,DC,Narendra Modi Stadium,Batting,Humid,199,3,19.7,DC
RR,SRH,SRH,Chinnaswamy Stadium,Balanced,Hot,205,1,20.0,RR
DC,RR,RR,Narendra Modi Stadium,Balanced,Cloudy,151,8,10.8,DC
PBKS,LSG,PBKS,Chepauk,Batting,Cloudy,134,9,8.1,PBKS
GT,MI,MI,Narendra Modi Stadium,Batting,Humid,130,0,15.7,MI
PBKS,KKR,PBKS,Eden Gardens,Bowling,Hot,177,7,16.4,PBKS
PBKS,CSK,PBKS,Chinnaswamy Stadium,Bowling,Cloudy,223,10,5.4,PBKS
CSK,PBKS,CSK,Chinnaswamy Stadium,Balanced,Humid,205,7,18.6,PBKS
PBKS,KKR,PBKS,Eden Gardens,Balanced,Hot,236,4,14.6,PBKS
MI,CSK,MI,Chinnaswamy Stadium,Batting,Humid,134,7,12.8,MI
DC,LSG,LSG,Narendra Modi Stadium,Batting,Humid,236,7,6.9,LSG
GT,RR,GT,Wankhede Stadium,Balanced,Humid,229,6,18.4,GT
RR,MI,MI,Eden Gardens,Batting,Humid,187,3,13.6,MI
DC,KKR,DC,Chinnaswamy Stadium,Bowling,Humid,177,2,17.6,DC
LSG,RCB,RCB,Eden Gardens,Bowling,Cloudy,151,2,19.0,RCB
LSG,SRH,SRH,Chepauk,Balanced,Humid,164,7,11.5,SRH
KKR,MI,MI,Chepauk,Batting,Hot,155,0,14.4,MI
KKR,LSG,KKR,Eden Gardens,Balanced,Hot,170,2,10.0,KKR
GT,RR,GT,Chepauk,Batting,Hot,167,9,19.2,GT
GT,MI,GT,Eden Gardens,Balanced,Humid,163,2,11.6,GT
GT,KKR,KKR,Eden Gardens,Batting,Humid,226,0,20.0,GT
CSK,MI,MI,Chinnaswamy Stadium,Bowling,Humid,211,5,14.2,CSK
MI,PBKS,MI,Narendra Modi Stadium,Batting,Hot,218,2,17.7,PBKS
PBKS,KKR,PBKS,Chepauk,Batting,Cloudy,179,4,17.4,PBKS
KKR,LSG,KKR,Chepauk,Batting,Humid,189,2,7.0,LSG
SRH,LSG,SRH,Chinnaswamy Stadium,Balanced,Cloudy,239,6,5.4,SRH
DC,SRH,DC,Chepauk,Balanced,Hot,149,8,5.5,DC
MI,GT,MI,Chepauk,Batting,Humid,194,1,9.5,GT
MI,RR,RR,Chinnaswamy Stadium,Balanced,Hot,158,0,19.4,RR
MI,PBKS,MI,Wankhede Stadium,Bowling,Cloudy,237,6,15.5,MI
RCB,GT,RCB,Eden Gardens,Balanced,Hot,212,8,11.2,GT
DC,GT,DC,Chinnaswamy Stadium,Bowling,Cloudy,146,6,10.9,GT
RR,PBKS,PBKS,Chinnaswamy Stadium,Balanced,Cloudy,183,10,10.5,RR
PBKS,RR,RR,Chinnaswamy Stadium,Balanced,Humid,147,10,12.7,RR
DC,LSG,DC,Eden Gardens,Batting,Cloudy,171,8,13.2,DC
PBKS,RCB,PBKS,Chepauk,Balanced,Cloudy,154,5,7.3,PBKS
RR,MI,MI,Eden Gardens,Balanced,Hot,120,6,8.7,RR
RR,MI,MI,Eden Gardens,Batting,Hot,136,3,15.1,MI
GT,MI,MI,Eden Gardens,Batting,Hot,192,8,9.5,MI
KKR,LSG,LSG,Narendra Modi Stadium,Balanced,Hot,238,2,14.4,KKR
CSK,LSG,LSG,Eden Gardens,Bowling,Hot,170,0,18.3,LSG
GT,DC,DC,Narendra Modi Stadium,Balanced,Humid,144,6,8.8,DC
DC,RR,DC,Wankhede Stadium,Balanced,Cloudy,146,3,12.8,RR
PBKS,LSG,LSG,Chepauk,Balanced,Hot,187,9,12.1,PBKS
CSK,MI,CSK,Wankhede Stadium,Batting,Cloudy,204,5,9.4,CSK
RCB,RR,RR,Wankhede Stadium,Bowling,Humid,247,0,9.3,RCB
SRH,MI,SRH,Eden Gardens,Balanced,Cloudy,129,7,5.1,SRH
DC,MI,DC,Eden Gardens,Balanced,Hot,135,10,9.4,MI
RCB,GT,RCB,Eden Gardens,Balanced,Hot,142,9,18.9,GT
LSG,CSK,LSG,Eden Gardens,Bowling,Humid,124,8,10.8,LSG
CSK,KKR,KKR,Eden Gardens,Batting,Hot,222,8,17.4,KKR
CSK,GT,GT,Wankhede Stadium,Batting,Hot,243,3,8.4,CSK
SRH,DC,DC,Wankhede Stadium,Balanced,Hot,143,4,17.8,SRH
DC,PBKS,DC,Narendra Modi Stadium,Balanced,Humid,127,0,11.8,PBKS
KKR,RCB,KKR,Chinnaswamy Stadium,Balanced,Hot,229,5,7.1,KKR
LSG,KKR,KKR,Chinnaswamy Stadium,Bowling,Humid,223,9,15.9,KKR
CSK,MI,CSK,Narendra Modi Stadium,Balanced,Humid,221,4,19.2,MI
RR,RCB,RCB,Eden Gardens,Batting,Cloudy,134,2,6.9,RR
CSK,MI,CSK,Chepauk,Batting,Cloudy,207,4,14.6,CSK
KKR,SRH,KKR,Narendra Modi Stadium,Balanced,Hot,225,4,9.8,KKR
GT,CSK,CSK,Chepauk,Bowling,Humid,241,2,18.7,GT
KKR,DC,DC,Eden Gardens,Balanced,Humid,236,10,14.4,DC
SRH,RCB,SRH,Narendra Modi Stadium,Bowling,Cloudy,222,8,18.7,RCB
DC,SRH,DC,Chepauk,Balanced,Cloudy,150,6,17.4,SRH
SRH,PBKS,SRH,Narendra Modi Stadium,Bowling,Humid,204,0,8.8,SRH
RCB,MI,RCB,Wankhede Stadium,Balanced,Humid,244,9,8.9,MI
PBKS,GT,GT,Eden Gardens,Bowling,Humid,231,3,10.9,PBKS
SRH,KKR,SRH,Wankhede Stadium,Bowling,Humid,164,4,15.6,SRH
CSK,DC,CSK,Chepauk,Balanced,Humid,139,7,20.0,CSK
RCB,CSK,CSK,Chinnaswamy Stadium,Batting,Hot,131,1,16.3,RCB
LSG,GT,GT,Chepauk,Bowling,Humid,170,7,14.8,GT
KKR,PBKS,PBKS,Chepauk,Balanced,Cloudy,199,10,13.4,PBKS
RCB,LSG,LSG,Wankhede Stadium,Balanced,Hot,237,1,17.4,RCB
CSK,MI,CSK,Wankhede Stadium,Balanced,Humid,134,4,18.9,CSK
KKR,PBKS,KKR,Eden Gardens,Bowling,Cloudy,157,4,14.7,KKR
RR,KKR,KKR,Chinnaswamy Stadium,Bowling,Cloudy,211,1,10.0,KKR
LSG,SRH,SRH,Narendra Modi Stadium,Batting,Humid,136,4,16.2,LSG
SRH,RR,SRH,Narendra Modi Stadium,Bowling,Cloudy,250,7,18.3,SRH
PBKS,RR,RR,Narendra Modi Stadium,Batting,Cloudy,200,8,18.0,PBKS
SRH,LSG,LSG,Chepauk,Batting,Humid,153,2,8.7,LSG
LSG,MI,MI,Wankhede Stadium,Balanced,Humid,132,2,7.3,LSG
GT,KKR,GT,Chepauk,Balanced,Cloudy,181,10,12.3,KKR
MI,RR,MI,Narendra Modi Stadium,Balanced,Cloudy,206,2,9.2,MI
RR,GT,RR,Wankhede Stadium,Batting,Cloudy,142,7,11.3,RR
MI,RCB,MI,Chinnaswamy Stadium,Batting,Cloudy,192,3,13.1,RCB
MI,PBKS,PBKS,Chepauk,Bowling,Humid,202,9,17.1,PBKS
CSK,RR,RR,Narendra Modi Stadium,Bowling,Hot,124,7,18.5,RR
SRH,KKR,KKR,Chinnaswamy Stadium,Batting,Humid,206,2,11.0,KKR
DC,SRH,SRH,Narendra Modi Stadium,Batting,Hot,120,9,7.3,DC
RCB,CSK,CSK,Wankhede Stadium,Bowling,Cloudy,149,2,16.3,RCB
SRH,LSG,LSG,Chepauk,Bowling,Humid,137,1,17.6,LSG
DC,PBKS,DC,Narendra Modi Stadium,Bowling,Humid,154,2,16.5,DC
LSG,PBKS,PBKS,Narendra Modi Stadium,Batting,Humid,127,9,15.8,PBKS
CSK,RR,CSK,Wankhede Stadium,Balanced,Cloudy,187,3,6.4,RR
GT,RCB,GT,Wankhede Stadium,Bowling,Hot,187,2,8.9,GT
RR,GT,RR,Eden Gardens,Batting,Cloudy,174,8,8.0,RR
PBKS,GT,PBKS,Chepauk,Balanced,Hot,206,2,12.6,PBKS
KKR,DC,DC,Eden Gardens,Balanced,Cloudy,138,7,15.4,KKR
MI,RR,RR,Chepauk,Balanced,Cloudy,172,10,15.0,MI
GT,DC,GT,Chinnaswamy Stadium,Bowling,Humid,170,2,14.9,DC
GT,PBKS,PBKS,Wankhede Stadium,Bowling,Humid,161,5,16.8,GT
CSK,GT,GT,Narendra Modi Stadium,Batting,Humid,191,7,16.0,CSK
LSG,GT,LSG,Narendra Modi Stadium,Batting,Humid,154,2,10.8,GT
RR,MI,MI,Chepauk,Balanced,Cloudy,135,6,13.5,RR
RR,SRH,SRH,Wankhede Stadium,Bowling,Cloudy,210,2,7.7,RR
CSK,RCB,RCB,Chinnaswamy Stadium,Bowling,Hot,218,4,17.0,RCB
LSG,MI,MI,Wankhede Stadium,Bowling,Cloudy,151,0,6.8,MI
GT,RR,GT,Eden Gardens,Bowling,Cloudy,218,6,6.8,GT
RCB,SRH,RCB,Wankhede Stadium,Balanced,Hot,180,10,6.2,RCB
PBKS,RCB,RCB,Eden Gardens,Batting,Humid,190,3,5.6,PBKS
PBKS,DC,PBKS,Chepauk,Bowling,Hot,168,9,17.5,DC
LSG,RR,RR,Narendra Modi Stadium,Bowling,Humid,138,9,16.4,RR
CSK,LSG,CSK,Chepauk,Balanced,Humid,153,5,11.5,LSG
LSG,GT,LSG,Wankhede Stadium,Batting,Cloudy,223,4,12.8,LSG
RR,GT,GT,Narendra Modi Stadium,Batting,Hot,204,7,15.1,RR
PBKS,RR,PBKS,Chepauk,Balanced,Hot,231,3,7.6,PBKS
GT,DC,GT,Wankhede Stadium,Balanced,Cloudy,231,8,12.0,GT
CSK,RR,CSK,Chinnaswamy Stadium,Batting,Cloudy,182,1,13.0,RR
KKR,RCB,KKR,Wankhede Stadium,Bowling,Humid,226,7,16.7,KKR
PBKS,LSG,LSG,Eden Gardens,Batting,Hot,221,7,19.8,LSG
DC,SRH,DC,Chepauk,Balanced,Humid,243,1,9.8,SRH
DC,SRH,DC,Chinnaswamy Stadium,Balanced,Cloudy,173,10,7.7,DC
RR,SRH,RR,Eden Gardens,Batting,Humid,234,0,7.6,SRH
KKR,GT,GT,Chinnaswamy Stadium,Balanced,Hot,233,1,16.9,KKR
RCB,LSG,LSG,Chepauk,Balanced,Hot,190,3,7.0,RCB
PBKS,KKR,PBKS,Wankhede Stadium,Balanced,Hot,182,7,5.0,KKR
RR,SRH,RR,Narendra Modi Stadium,Bowling,Cloudy,186,5,9.1,RR
RR,MI,MI,Chepauk,Batting,Humid,235,8,6.0,RR
SRH,KKR,KKR,Wankhede Stadium,Batting,Humid,221,2,7.8,SRH
RR,KKR,RR,Narendra Modi Stadium,Bowling,Humid,139,2,8.7,KKR
PBKS,RR,RR,Narendra Modi Stadium,Bowling,Hot,217,4,18.9,PBKS
SRH,MI,SRH,Chinnaswamy Stadium,Bowling,Humid,167,9,7.3,SRH
RCB,LSG,RCB,Narendra Modi Stadium,Balanced,Cloudy,162,7,9.1,LSG
LSG,MI,LSG,Chinnaswamy Stadium,Bowling,Hot,139,10,17.2,LSG
RR,PBKS,PBKS,Wankhede Stadium,Balanced,Humid,165,8,10.5,RR
SRH,KKR,SRH,Chinnaswamy Stadium,Batting,Humid,143,9,5.4,KKR
PBKS,SRH,SRH,Wankhede Stadium,Batting,Humid,124,8,18.4,PBKS
PBKS,RR,PBKS,Narendra Modi Stadium,Bowling,Hot,221,7,11.0,PBKS
CSK,KKR,CSK,Narendra Modi Stadium,Batting,Cloudy,156,10,12.8,CSK
LSG,KKR,KKR,Eden Gardens,Batting,Cloudy,226,7,5.1,LSG
SRH,RR,SRH,Chinnaswamy Stadium,Balanced,Hot,249,0,12.3,RR
KKR,RR,RR,Narendra Modi Stadium,Balanced,Humid,235,2,9.9,KKR
LSG,MI,LSG,Chinnaswamy Stadium,Batting,Humid,121,8,10.1,MI
CSK,PBKS,PBKS,Wankhede Stadium,Batting,Humid,198,9,8.0,CSK
PBKS,CSK,CSK,Chepauk,Batting,Hot,199,9,13.0,PBKS
LSG,CSK,CSK,Chepauk,Balanced,Cloudy,120,5,14.6,LSG
RCB,CSK,RCB,Chepauk,Bowling,Humid,216,4,12.1,CSK
DC,PBKS,PBKS,Chinnaswamy Stadium,Batting,Hot,202,4,6.4,DC
RCB,MI,RCB,Chinnaswamy Stadium,Bowling,Cloudy,123,0,11.5,RCB
CSK,DC,DC,Chinnaswamy Stadium,Balanced,Humid,224,8,6.1,DC
DC,RR,DC,Narendra Modi Stadium,Balanced,Humid,225,1,8.9,RR
DC,SRH,SRH,Wankhede Stadium,Batting,Humid,239,9,12.4,DC
KKR,GT,GT,Narendra Modi Stadium,Batting,Humid,238,0,6.4,KKR
GT,CSK,GT,Chinnaswamy Stadium,Balanced,Hot,224,9,8.9,CSK
RR,SRH,SRH,Eden Gardens,Batting,Hot,163,2,6.5,SRH
DC,CSK,CSK,Wankhede Stadium,Bowling,Hot,122,3,9.4,CSK
GT,RR,RR,Wankhede Stadium,Balanced,Humid,232,6,12.9,RR
RCB,SRH,RCB,Narendra Modi Stadium,Balanced,Hot,230,0,19.8,RCB
PBKS,MI,MI,Chinnaswamy Stadium,Batting,Humid,202,6,9.4,PBKS
GT,MI,GT,Chepauk,Balanced,Cloudy,243,0,16.0,GT
KKR,SRH,KKR,Eden Gardens,Bowling,Cloudy,156,6,13.3,SRH
PBKS,CSK,PBKS,Narendra Modi Stadium,Balanced,Hot,181,9,19.0,CSK
PBKS,GT,PBKS,Chepauk,Batting,Hot,153,7,8.1,GT
RCB,DC,RCB,Chepauk,Batting,Humid,148,0,5.1,RCB
CSK,KKR,CSK,Narendra Modi Stadium,Bowling,Humid,129,9,9.7,KKR
SRH,RR,SRH,Narendra Modi Stadium,Bowling,Cloudy,209,0,8.1,SRH
RCB,RR,RR,Eden Gardens,Balanced,Hot,212,10,7.5,RR
LSG,RR,LSG,Wankhede Stadium,Balanced,Cloudy,236,0,6.6,LSG
SRH,PBKS,PBKS,Chinnaswamy Stadium,Balanced,Cloudy,161,4,17.2,SRH
RCB,CSK,CSK,Chepauk,Batting,Hot,172,9,17.6,RCB
DC,CSK,DC,Chepauk,Balanced,Cloudy,142,7,15.3,DC
SRH,KKR,SRH,Chinnaswamy Stadium,Balanced,Humid,165,7,6.1,KKR
MI,SRH,SRH,Chinnaswamy Stadium,Bowling,Hot,223,8,8.6,MI
RR,RCB,RCB,Wankhede Stadium,Balanced,Humid,174,5,6.5,RCB
RR,RCB,RR,Chinnaswamy Stadium,Balanced,Hot,196,5,16.3,RCB
DC,MI,DC,Wankhede Stadium,Bowling,Hot,184,6,6.0,MI
MI,RR,RR,Chinnaswamy Stadium,Balanced,Hot,149,3,6.7,RR
PBKS,DC,DC,Wankhede Stadium,Batting,Cloudy,137,7,16.2,DC
PBKS,SRH,SRH,Narendra Modi Stadium,Bowling,Cloudy,181,5,16.7,PBKS
DC,GT,GT,Narendra Modi Stadium,Batting,Humid,244,7,6.4,GT
CSK,SRH,CSK,Narendra Modi Stadium,Balanced,Humid,146,3,16.1,SRH
PBKS,KKR,KKR,Narendra Modi Stadium,Bowling,Hot,174,2,12.1,PBKS
GT,SRH,GT,Eden Gardens,Batting,Hot,123,10,17.6,SRH
PBKS,GT,PBKS,Chinnaswamy Stadium,Batting,Cloudy,250,3,18.3,PBKS
SRH,GT,SRH,Eden Gardens,Bowling,Hot,188,4,6.2,SRH
GT,CSK,GT,Wankhede Stadium,Balanced,Humid,199,1,19.2,CSK
KKR,RR,KKR,Narendra Modi Stadium,Batting,Humid,174,1,9.4,RR
CSK,RCB,CSK,Eden Gardens,Batting,Cloudy,146,2,13.8,RCB
SRH,GT,GT,Chinnaswamy Stadium,Balanced,Cloudy,156,4,13.5,SRH
MI,RCB,MI,Wankhede Stadium,Batting,Humid,175,8,14.5,RCB
LSG,PBKS,LSG,Wankhede Stadium,Bowling,Hot,161,3,17.1,PBKS
SRH,KKR,SRH,Eden Gardens,Bowling,Humid,206,4,5.8,SRH
DC,MI,DC,Chepauk,Bowling,Humid,218,7,9.4,MI
RR,RCB,RCB,Chepauk,Balanced,Hot,230,2,11.9,RR
DC,KKR,DC,Wankhede Stadium,Batting,Hot,138,3,12.8,DC
GT,KKR,KKR,Eden Gardens,Bowling,Humid,166,3,14.0,GT
DC,GT,DC,Wankhede Stadium,Balanced,Cloudy,219,2,8.2,GT
PBKS,GT,GT,Eden Gardens,Balanced,Hot,177,2,13.6,GT
KKR,SRH,KKR,Narendra Modi Stadium,Balanced,Hot,177,1,16.3,SRH
KKR,PBKS,PBKS,Eden Gardens,Balanced,Cloudy,217,5,15.2,KKR
GT,RCB,GT,Eden Gardens,Bowling,Cloudy,239,6,5.6,RCB
RR,GT,RR,Eden Gardens,Balanced,Humid,125,9,18.4,RR
KKR,RCB,KKR,Eden Gardens,Batting,Hot,206,7,6.2,RCB
PBKS,MI,MI,Chepauk,Bowling,Cloudy,244,4,15.3,PBKS
MI,SRH,MI,Chinnaswamy Stadium,Bowling,Cloudy,239,6,7.4,SRH
DC,RR,DC,Wankhede Stadium,Bowling,Hot,204,1,15.6,DC
MI,GT,GT,Narendra Modi Stadium,Balanced,Cloudy,208,5,15.0,MI
CSK,GT,CSK,Chepauk,Balanced,Hot,154,7,12.3,GT
DC,MI,MI,Eden Gardens,Bowling,Hot,216,3,16.5,DC
PBKS,RCB,PBKS,Wankhede Stadium,Bowling,Hot,153,4,8.0,RCB
CSK,MI,CSK,Wankhede Stadium,Bowling,Hot,216,3,18.7,MI
LSG,SRH,LSG,Chepauk,Balanced,Cloudy,168,3,15.6,LSG
DC,CSK,DC,Narendra Modi Stadium,Balanced,Humid,236,9,11.3,CSK
LSG,MI,MI,Eden Gardens,Batting,Cloudy,175,7,16.9,MI
GT,SRH,SRH,Narendra Modi Stadium,Batting,Humid,147,0,14.6,GT
RR,PBKS,PBKS,Chepauk,Balanced,Cloudy,142,8,19.0,RR
KKR,GT,GT,Chinnaswamy Stadium,Bowling,Hot,162,4,13.0,KKR
RR,LSG,LSG,Chepauk,Balanced,Humid,147,10,9.8,LSG
LSG,PBKS,PBKS,Chepauk,Balanced,Humid,219,4,12.0,LSG
GT,PBKS,GT,Chepauk,Batting,Cloudy,185,3,11.2,PBKS
MI,RCB,RCB,Chinnaswamy Stadium,Balanced,Humid,216,1,11.8,MI
KKR,RR,RR,Chinnaswamy Stadium,Bowling,Cloudy,152,6,15.8,RR
LSG,RCB,RCB,Eden Gardens,Batting,Humid,223,5,13.5,LSG
PBKS,MI,PBKS,Chepauk,Bowling,Cloudy,215,10,14.3,PBKS
KKR,RCB,KKR,Chepauk,Balanced,Cloudy,225,1,19.0,RCB
KKR,PBKS,KKR,Chepauk,Balanced,Humid,169,3,11.7,PBKS
RCB,LSG,RCB,Chepauk,Bowling,Cloudy,235,1,6.5,RCB
DC,SRH,DC,Eden Gardens,Bowling,Cloudy,249,9,12.9,SRH
RCB,CSK,RCB,Narendra Modi Stadium,Bowling,Hot,216,7,18.8,CSK
RR,PBKS,PBKS,Chinnaswamy Stadium,Bowling,Cloudy,134,10,17.4,PBKS
KKR,PBKS,PBKS,Chinnaswamy Stadium,Balanced,Humid,147,6,17.0,KKR
DC,SRH,DC,Chinnaswamy Stadium,Batting,Hot,128,0,19.2,DC
RCB,DC,DC,Wankhede Stadium,Bowling,Hot,171,5,8.6,DC
RCB,PBKS,RCB,Wankhede Stadium,Balanced,Hot,182,5,8.9,RCB
PBKS,KKR,PBKS,Chepauk,Bowling,Hot,192,3,6.0,PBKS
KKR,LSG,LSG,Wankhede Stadium,Batting,Humid,132,9,18.0,KKR
GT,LSG,LSG,Chepauk,Balanced,Cloudy,234,8,5.3,GT
PBKS,KKR,KKR,Chinnaswamy Stadium,Bowling,Humid,126,3,7.2,KKR
RR,PBKS,PBKS,Narendra Modi Stadium,Batting,Cloudy,175,4,15.2,RR
DC,CSK,CSK,Wankhede Stadium,Batting,Hot,126,4,6.8,CSK
SRH,RCB,SRH,Eden Gardens,Bowling,Hot,151,3,18.7,RCB
DC,GT,DC,Wankhede Stadium,Balanced,Cloudy,137,7,14.7,GT
DC,RR,RR,Chepauk,Balanced,Hot,142,5,11.4,RR
PBKS,MI,MI,Chepauk,Batting,Cloudy,152,1,10.6,MI
RR,MI,RR,Wankhede Stadium,Batting,Cloudy,239,5,7.7,MI
KKR,CSK,CSK,Narendra Modi Stadium,Batting,Hot,249,4,13.3,CSK
KKR,SRH,SRH,Chepauk,Balanced,Hot,210,1,16.1,SRH
KKR,GT,KKR,Chepauk,Bowling,Hot,248,4,14.7,GT
RCB,CSK,RCB,Narendra Modi Stadium,Balanced,Hot,247,0,13.3,CSK
GT,KKR,KKR,Wankhede Stadium,Balanced,Cloudy,244,8,7.1,GT
